provider_sk,provider_id,speciality,npi
1710,9455610447.0,Psychiatry,2910748747.0
1711,-1.0,Gastroenterology,2355313511.0
1712,6767712944.0,Pulmonology,6767712944.0
1713,3007382296.0,Rheumatology,3007382296.0
1714,2637750783.0,OB/GYN,2637750783.0
1715,3058755132.0,General Surgery,3058755132.0
1716,6947199197.0,Nephrology,6947199197.0
1717,9854204279.0,Anesthesiology,9854204279.0
1718,3421719519.0,Neurology,9919607071.0
1719,1487587350.0,Podiatry,1487587350.0
1720,7822616916.0,Gastroenterology,7822616916.0
1721,-1.0,Urology,5171456216.0
1722,3693985578.0,Ophthalmology,3693985578.0
1723,8324857808.0,Pathology,8324857808.0
1724,7520493715.0,Pediatrics,7520493715.0
1725,8778037043.0,Gastroenterology,1133715574.0
1726,1002301808.0,Primary Care,1002301808.0
1727,-1.0,Pediatrics,5820096434.0
1728,2338334796.0,Internal Medicine,4381135574.0
1729,6405851839.0,Podiatry,9848195165.0
1730,5632753983.0,Oncology,5632753983.0
1731,-1.0,Gastroenterology,6431847304.0
1732,2185183112.0,Pathology,2185183112.0
1733,3428116280.0,OB/GYN,3428116280.0
1734,9898335967.0,Psychiatry,9898335967.0
1735,3794042404.0,Pulmonology,3794042404.0
1736,2394679025.0,Nephrology,2394679025.0
1737,3186910855.0,Ophthalmology,5731882661.0
1738,6264580840.0,Primary Care,6264580840.0
1739,-1.0,Podiatry,7969239352.0
1740,3884642366.0,Cardiology,3884642366.0
1741,4929345815.0,Endocrinology,-1.0
1742,2526032931.0,Psychiatry,2526032931.0
1743,1674455554.0,Vascular Surgery,-1.0
1744,9562190704.0,Family Medicine,9562190704.0
1745,8721302309.0,Oncology,3493356433.0
1746,5693307665.0,Family Medicine,9826090788.0
1747,2886273393.0,Rheumatology,2886273393.0
1748,1998799778.0,Psychiatry,8874235687.0
1749,9776500600.0,Vascular Surgery,1332573752.0
1750,7487012742.0,Plastic Surgery,2695033510.0
1751,4186812559.0,Nephrology,4274431220.0
1752,6079690890.0,Pathology,6079690890.0
1753,6242086783.0,Primary Care,6242086783.0
1754,7287462513.0,Allergy & Immunology,7720544718.0
1755,9953941533.0,Podiatry,6144195862.0
1756,1272343789.0,General Surgery,1433855945.0
1757,2848480899.0,Anesthesiology,2848480899.0
1758,-1.0,ENT,3835098731.0
1759,7613973097.0,Oncology,7613973097.0
1760,8217611860.0,Pathology,-1.0
1761,4969952018.0,Nephrology,4969952018.0
1762,3451514991.0,Allergy & Immunology,3451514991.0
1763,6262826596.0,Emergency Medicine,6262826596.0
1764,4574252579.0,Nephrology,4574252579.0
1765,7446547678.0,Pulmonology,7446547678.0
1766,7406913885.0,Rheumatology,7406913885.0
1767,-1.0,Nephrology,9882098812.0
1768,2448749090.0,Psychiatry,2448749090.0
1769,1674250569.0,Podiatry,4435341692.0
1770,8095445250.0,Pathology,8095445250.0
1771,2073487379.0,Cardiology,5561351154.0
1772,-1.0,Physical Medicine & Rehabilitation,3015449824.0
1773,3968179935.0,Neurology,3968179935.0
1774,-1.0,Pediatrics,8747167954.0
1775,2817865363.0,Dermatology,2817865363.0
1776,9648610631.0,Family Medicine,-1.0
1777,6005106134.0,Psychiatry,6005106134.0
1778,2670255496.0,Family Medicine,2670255496.0
1779,3507826917.0,Physical Medicine & Rehabilitation,-1.0
1780,5084568275.0,Gastroenterology,6141911540.0
1781,7017906777.0,Rheumatology,8718000677.0
1782,-1.0,Dermatology,7683601497.0
1783,2587495160.0,OB/GYN,6550406366.0
1784,1223567941.0,Infectious Disease,6250576500.0
1785,4164784001.0,Gastroenterology,4164784001.0
1786,-1.0,Psychiatry,6581387160.0
1787,8453557375.0,Gastroenterology,8453557375.0
1788,3198961916.0,Cardiology,2407009663.0
1789,6125880761.0,Pediatrics,7133984380.0
1790,-1.0,OB/GYN,3814963909.0
1791,5886133002.0,Anesthesiology,5886133002.0
1792,9289824456.0,Allergy & Immunology,9289824456.0
1793,-1.0,Psychiatry,3658772734.0
1794,8194531183.0,Radiology,8194531183.0
1795,7113876201.0,Orthopedics,8583225374.0
1796,-1.0,Urology,1388964867.0
1797,1480850393.0,Neurology,1480850393.0
1798,1420854556.0,Gastroenterology,1420854556.0
1799,2223167865.0,Neurology,2223167865.0
1800,6230207584.0,Allergy & Immunology,6230207584.0
1801,-1.0,Gastroenterology,6383802605.0
1802,7385224704.0,Family Medicine,7385224704.0
1803,9709235741.0,Pediatrics,4390637094.0
1804,5276879476.0,Endocrinology,-1.0
1805,5027818352.0,General Surgery,5027818352.0
1806,6214213008.0,Ophthalmology,6214213008.0
1807,8355970528.0,Nephrology,3350312734.0
1808,5669015536.0,Pediatrics,4996443491.0
1809,3499610004.0,Gastroenterology,3499610004.0
1810,7550043232.0,Nephrology,4205648213.0
1811,5604921414.0,Family Medicine,5604921414.0
1812,8084166930.0,Emergency Medicine,8365533286.0
1813,4768544804.0,Primary Care,4768544804.0
1814,3606517080.0,Radiology,3606517080.0
1815,6979676351.0,General Surgery,6979676351.0
1816,-1.0,Infectious Disease,1337933926.0
1817,7416398798.0,Radiology,1577023334.0
1818,2387371777.0,Orthopedics,2387371777.0
1819,2152574890.0,Neurology,2152574890.0
1820,1897952768.0,Orthopedics,1897952768.0
1821,4019695180.0,OB/GYN,-1.0
1822,7162629786.0,Urology,7162629786.0
1823,6072647985.0,Physical Medicine & Rehabilitation,6072647985.0
1824,-1.0,Anesthesiology,4434353815.0
1825,-1.0,Allergy & Immunology,7938817989.0
1826,4729100207.0,OB/GYN,4729100207.0
1827,2687711425.0,Plastic Surgery,5344374751.0
1828,-1.0,Pathology,6945728232.0
1829,3749708434.0,Pediatrics,3749708434.0
1830,5976159420.0,Pulmonology,5976159420.0
1831,5005698566.0,Primary Care,5005698566.0
1832,6057867851.0,Orthopedics,6057867851.0
1833,2179385865.0,Endocrinology,2179385865.0
1834,6329589780.0,OB/GYN,6329589780.0
1835,9212185911.0,Orthopedics,6580105023.0
1836,7003375034.0,Pathology,4553910461.0
1837,-1.0,Physical Medicine & Rehabilitation,3407535986.0
1838,-1.0,Orthopedics,8730121132.0
1839,9806915522.0,Pediatrics,9806915522.0
1840,6792540023.0,Pediatrics,6792540023.0
1841,6260937465.0,Urology,7279889765.0
1842,2205948901.0,Podiatry,3047892237.0
1843,2476811694.0,Rheumatology,1527197371.0
1844,5114483788.0,Rheumatology,-1.0
1845,9241594992.0,Plastic Surgery,9241594992.0
1846,-1.0,Pulmonology,4193557045.0
1847,7442623823.0,Radiology,7442623823.0
1848,2350701477.0,Orthopedics,2350701477.0
1849,5614719602.0,OB/GYN,7554859342.0
1850,3569272442.0,Primary Care,7955739101.0
1851,9119564548.0,Family Medicine,9119564548.0
1852,8208663809.0,OB/GYN,8208663809.0
1853,4431644521.0,Plastic Surgery,4431644521.0
1854,7639064268.0,Vascular Surgery,7639064268.0
1855,1776130576.0,Family Medicine,5910831900.0
1856,-1.0,Pediatrics,6118341434.0
1857,2684371781.0,Urology,2684371781.0
1858,2610694200.0,Oncology,1220026678.0
1859,3905625550.0,Gastroenterology,-1.0
1860,9527364106.0,Endocrinology,-1.0
1861,3727525740.0,Rheumatology,3727525740.0
1862,4123108803.0,Orthopedics,4123108803.0
1863,5666274814.0,Pathology,7115071593.0
1864,9250552073.0,Internal Medicine,8235834707.0
1865,2558830012.0,Pathology,-1.0
1866,6402580787.0,Pediatrics,6402580787.0
1867,5885655423.0,Rheumatology,5885655423.0
1868,-1.0,Podiatry,3321212528.0
1869,3374716512.0,Rheumatology,7135479742.0
1870,7431728332.0,Endocrinology,7431728332.0
1871,1281199333.0,Pathology,3317917120.0
1872,6536866413.0,Pathology,-1.0
1873,1512213630.0,Endocrinology,7137305144.0
1874,9742656117.0,Podiatry,2144619629.0
1875,3118926603.0,OB/GYN,3118926603.0
1876,7776215031.0,Radiology,7776215031.0
1877,7216747850.0,Podiatry,7216747850.0
1878,1005502537.0,Neurology,6955904487.0
1879,4981874017.0,Urology,1248895462.0
1880,8837629299.0,OB/GYN,8837629299.0
1881,6746143382.0,Infectious Disease,6746143382.0
1882,5551636322.0,Pulmonology,5551636322.0
1883,5474078391.0,ENT,1934869936.0
1884,6213112885.0,OB/GYN,9172496004.0
1885,4428266738.0,Vascular Surgery,-1.0
1886,-1.0,General Surgery,8625161091.0
1887,1756389067.0,Orthopedics,1756389067.0
1888,4723534498.0,Pathology,4723534498.0
1889,9794994507.0,Oncology,6479772149.0
1890,2479679716.0,Gastroenterology,2479679716.0
1891,3038689728.0,Cardiology,9220457562.0
1892,5304637278.0,Allergy & Immunology,5304637278.0
1893,5984671649.0,General Surgery,5984671649.0
1894,9563046274.0,OB/GYN,9563046274.0
1895,3534186676.0,Vascular Surgery,3534186676.0
1896,3218334233.0,Orthopedics,3218334233.0
1897,5095943641.0,Internal Medicine,5095943641.0
1898,6141392529.0,Gastroenterology,-1.0
1899,8157055313.0,Psychiatry,8157055313.0
1900,5627846358.0,Physical Medicine & Rehabilitation,5627846358.0
1901,3798292304.0,Primary Care,3798292304.0
1902,2437308013.0,ENT,2437308013.0
1903,7497407953.0,Physical Medicine & Rehabilitation,7497407953.0
1904,3365255336.0,Endocrinology,5224370918.0
1905,4287754238.0,Dermatology,4260093383.0
1906,6719736115.0,Ophthalmology,6719736115.0
1907,2483048737.0,Pulmonology,2483048737.0
1908,8587094479.0,Allergy & Immunology,8587094479.0
1909,8589679668.0,Urology,8589679668.0
1910,5407212847.0,Oncology,5407212847.0
1911,4847969893.0,Ophthalmology,5485720729.0
1912,5354098761.0,Allergy & Immunology,5354098761.0
1913,9960957575.0,OB/GYN,9960957575.0
1914,3304136407.0,Internal Medicine,7828728762.0
1915,3183382165.0,Orthopedics,-1.0
1916,4633212294.0,Infectious Disease,-1.0
1917,-1.0,Plastic Surgery,3249673376.0
1918,-1.0,Pathology,1872395778.0
1919,7679328037.0,Podiatry,7679328037.0
1920,5593031498.0,Gastroenterology,5593031498.0
1921,5036616886.0,Internal Medicine,5036616886.0
1922,9613425697.0,Radiology,9613425697.0
1923,1196197080.0,Pediatrics,3714079478.0
1924,9125201729.0,ENT,9125201729.0
1925,8550388932.0,Dermatology,8550388932.0
1926,9843641767.0,Ophthalmology,2217119725.0
1927,1062966273.0,ENT,1062966273.0
1928,6562144159.0,Physical Medicine & Rehabilitation,-1.0
1929,8514580698.0,Ophthalmology,4825325266.0
1930,2955976516.0,General Surgery,2955976516.0
1931,5652601077.0,ENT,5652601077.0
1932,7839819230.0,Oncology,7839819230.0
1933,6572499854.0,Neurology,3598721414.0
1934,8965627556.0,OB/GYN,8965627556.0
1935,5574704317.0,Primary Care,5574704317.0
1936,6985569796.0,Podiatry,-1.0
1937,1279682481.0,Pathology,1279682481.0
1938,9923293818.0,Pulmonology,9923293818.0
1939,7019239448.0,Physical Medicine & Rehabilitation,7019239448.0
1940,8943926613.0,Ophthalmology,8943926613.0
1941,4274560148.0,Podiatry,4274560148.0
1942,4099565230.0,Orthopedics,4099565230.0
1943,8030578839.0,Urology,7152465330.0
1944,6141226746.0,Podiatry,9876993483.0
1945,5331136363.0,Cardiology,5331136363.0
1946,6103474676.0,General Surgery,6103474676.0
1947,5690233579.0,ENT,5690233579.0
1948,6896899328.0,Infectious Disease,6896899328.0
1949,4869868882.0,Vascular Surgery,7995121065.0
1950,4581759746.0,Dermatology,4610207898.0
1951,5621463184.0,Endocrinology,3057640852.0
1952,8649289318.0,Podiatry,8649289318.0
1953,1987925992.0,Orthopedics,1987925992.0
1954,1776109131.0,Dermatology,1776109131.0
1955,2729067297.0,Anesthesiology,2729067297.0
1956,1753890647.0,Rheumatology,3042384253.0
1957,2530212365.0,General Surgery,2530212365.0
1958,-1.0,Allergy & Immunology,8264085084.0
1959,1563896125.0,Neurology,8895020245.0
1960,4830710918.0,Pathology,4830710918.0
1961,5386240502.0,Gastroenterology,5386240502.0
1962,8349411177.0,Neurology,8349411177.0
1963,9644783539.0,ENT,9644783539.0
1964,7711463369.0,Dermatology,9088209417.0
1965,8971041739.0,Gastroenterology,-1.0
1966,6124128956.0,Endocrinology,9692569954.0
1967,7953020572.0,Ophthalmology,1720385831.0
1968,-1.0,Emergency Medicine,6230560953.0
1969,-1.0,Infectious Disease,6495302274.0
1970,4751622928.0,Orthopedics,4751622928.0
1971,2177429935.0,Psychiatry,2177429935.0
1972,1909997553.0,Radiology,-1.0
1973,9708376770.0,Infectious Disease,9708376770.0
1974,1590675140.0,Psychiatry,1590675140.0
1975,4851638315.0,Allergy & Immunology,8587884198.0
1976,1298737106.0,Ophthalmology,1298737106.0
1977,8826879784.0,Cardiology,8826879784.0
1978,5079161918.0,Infectious Disease,1474636369.0
1979,9785727315.0,General Surgery,-1.0
1980,5108541819.0,Emergency Medicine,5108541819.0
1981,7701274877.0,Ophthalmology,7701274877.0
1982,9959710804.0,Ophthalmology,-1.0
1983,3510608411.0,Rheumatology,3979572449.0
1984,7675430541.0,Primary Care,7675430541.0
1985,1627276995.0,Cardiology,1627276995.0
1986,4011966884.0,ENT,8133355450.0
1987,7411008763.0,Pediatrics,7411008763.0
1988,4935508457.0,Pediatrics,4935508457.0
1989,3817053070.0,Podiatry,7018881718.0
1990,-1.0,Ophthalmology,1433915170.0
1991,9398857972.0,Dermatology,-1.0
1992,-1.0,OB/GYN,9962964367.0
1993,-1.0,Ophthalmology,1196544779.0
1994,4409386903.0,Gastroenterology,4409386903.0
1995,6242397545.0,Physical Medicine & Rehabilitation,6242397545.0
1996,5066808566.0,Neurology,5066808566.0
1997,3731069282.0,Orthopedics,3731069282.0
1998,5963769028.0,Dermatology,5963769028.0
1999,1500273103.0,Anesthesiology,1500273103.0
2000,6890240063.0,Nephrology,6890240063.0
2001,9542146097.0,Allergy & Immunology,9542146097.0
2002,3541238912.0,General Surgery,3541238912.0
2003,7753590861.0,Cardiology,7753590861.0
2004,1034114705.0,ENT,1034114705.0
2005,-1.0,Internal Medicine,2463356163.0
2006,4669833820.0,General Surgery,-1.0
2007,2047905204.0,Psychiatry,2047905204.0
2008,5227047686.0,Pediatrics,5227047686.0
2009,6477766008.0,Endocrinology,6477766008.0
2010,5089189426.0,Infectious Disease,5089189426.0
2011,9068740118.0,OB/GYN,-1.0
2012,2604749040.0,Infectious Disease,2604749040.0
2013,5295224675.0,Pathology,5295224675.0
2014,3740446442.0,Primary Care,8760576166.0
2015,5487005922.0,Dermatology,5487005922.0
2016,8615864755.0,Family Medicine,8615864755.0
2017,8664562780.0,Urology,-1.0
2018,-1.0,Primary Care,4397678155.0
2019,5316245665.0,Vascular Surgery,5316245665.0
2020,-1.0,Plastic Surgery,1451610222.0
2021,4287494121.0,Nephrology,8161543272.0
2022,1851819913.0,Psychiatry,4619800140.0
2023,-1.0,Pediatrics,2632786090.0
2024,6528427385.0,Infectious Disease,6528427385.0
2025,3460489491.0,Emergency Medicine,3460489491.0
2026,6209846241.0,Infectious Disease,6209846241.0
2027,6495379869.0,Primary Care,2824566875.0
2028,4591108099.0,Pathology,8254752128.0
2029,4021167716.0,Oncology,6118911135.0
2030,2904308418.0,Radiology,8494680095.0
2031,3322150992.0,Family Medicine,3322150992.0
2032,2615321904.0,Psychiatry,4990837031.0
2033,3171722069.0,Internal Medicine,3171722069.0
2034,4826467564.0,Psychiatry,4826467564.0
2035,-1.0,Infectious Disease,8496167501.0
2036,7038056729.0,Neurology,7038056729.0
2037,7546035453.0,Emergency Medicine,7546035453.0
2038,7981448409.0,Ophthalmology,7981448409.0
2039,1942571752.0,Cardiology,-1.0
2040,5832857817.0,Allergy & Immunology,5832857817.0
2041,3744833247.0,Rheumatology,3744833247.0
2042,2674762035.0,Pathology,-1.0
2043,9494513064.0,Allergy & Immunology,9494513064.0
2044,4509132563.0,Radiology,4509132563.0
2045,8512122097.0,Psychiatry,-1.0
2046,7385922246.0,ENT,7385922246.0
2047,-1.0,ENT,3072712577.0
2048,4305872050.0,Vascular Surgery,4305872050.0
2049,-1.0,Allergy & Immunology,5529091515.0
2050,7537852544.0,Plastic Surgery,7537852544.0
2051,-1.0,Physical Medicine & Rehabilitation,7180057171.0
2052,7860594026.0,Podiatry,7860594026.0
2053,7193532615.0,Anesthesiology,7193532615.0
2054,8192579713.0,Urology,8192579713.0
2055,9982574848.0,Radiology,9982574848.0
2056,1993998848.0,Pediatrics,1993998848.0
2057,5366583537.0,Pathology,5366583537.0
2058,-1.0,Cardiology,8643478669.0
2059,4104272371.0,Pediatrics,4104272371.0
2060,5291841958.0,Urology,1286567184.0
2061,8348547534.0,Pulmonology,1714933717.0
2062,3735786531.0,General Surgery,3735786531.0
2063,8622566062.0,Neurology,8622566062.0
2064,7283143895.0,Family Medicine,5899214738.0
2065,7627954353.0,Family Medicine,3318881285.0
2066,4937258287.0,Primary Care,8277840860.0
2067,2752347669.0,Cardiology,9874802759.0
2068,8031053243.0,Oncology,8031053243.0
2069,-1.0,Physical Medicine & Rehabilitation,7838535500.0
2070,3849010026.0,Cardiology,3849010026.0
2071,9015008408.0,Pathology,-1.0
2072,8869832965.0,Physical Medicine & Rehabilitation,8869832965.0
2073,-1.0,Urology,9914507434.0
2074,-1.0,Urology,4272602734.0
2075,2970753705.0,Plastic Surgery,6312206637.0
2076,-1.0,Podiatry,1844761343.0
2077,1034175196.0,Infectious Disease,1034175196.0
2078,8127164297.0,Gastroenterology,8127164297.0
2079,7861571879.0,Nephrology,3477391220.0
2080,3169561289.0,Urology,3169561289.0
2081,2619437043.0,Plastic Surgery,3390540784.0
2082,7237666111.0,Family Medicine,7237666111.0
2083,4799177162.0,Pulmonology,4799177162.0
2084,6020616922.0,Family Medicine,6020616922.0
2085,3587838782.0,Pulmonology,-1.0
2086,-1.0,Nephrology,7707379050.0
2087,2688269899.0,General Surgery,2688269899.0
2088,7402419515.0,Physical Medicine & Rehabilitation,-1.0
2089,7199283151.0,Radiology,7199283151.0
2090,4610947195.0,Dermatology,4610947195.0
2091,5993954519.0,Emergency Medicine,5993954519.0
2092,4500557310.0,Neurology,2220963445.0
2093,6115319619.0,Nephrology,7303166374.0
2094,2923306345.0,Endocrinology,2923306345.0
2095,3808129503.0,Pediatrics,3808129503.0
2096,2721959126.0,Orthopedics,4511763375.0
2097,4102828641.0,Plastic Surgery,4102828641.0
2098,4751060216.0,Cardiology,4751060216.0
2099,7533036232.0,Pathology,-1.0
2100,8159821058.0,Family Medicine,2979340450.0
2101,1039262289.0,Pediatrics,1039262289.0
2102,3725717915.0,Pediatrics,-1.0
2103,6526390110.0,Anesthesiology,8544220159.0
2104,5588007201.0,Cardiology,5588007201.0
2105,9585544957.0,Ophthalmology,9585544957.0
2106,7075558807.0,Rheumatology,5040445938.0
2107,5871743247.0,Plastic Surgery,-1.0
2108,2031926400.0,Allergy & Immunology,3329963642.0
2109,-1.0,Primary Care,2573478551.0
2110,2832897650.0,Podiatry,2832897650.0
2111,-1.0,Rheumatology,8077851013.0
2112,-1.0,Gastroenterology,5414558540.0
2113,8468373279.0,Pathology,8468373279.0
2114,1817906089.0,Primary Care,6235239671.0
2115,7432749100.0,Urology,7432749100.0
2116,7923014252.0,General Surgery,7923014252.0
2117,5189867664.0,Allergy & Immunology,5189867664.0
2118,2653821070.0,General Surgery,6858558705.0
2119,9195703289.0,Anesthesiology,9195703289.0
2120,1642037497.0,Orthopedics,1642037497.0
2121,7997023025.0,Dermatology,7997023025.0
2122,1401683351.0,Orthopedics,1401683351.0
2123,9196096398.0,Plastic Surgery,9196096398.0
2124,4547630097.0,Dermatology,-1.0
2125,7191825941.0,Emergency Medicine,7191825941.0
2126,8996744137.0,Anesthesiology,4243996076.0
2127,7540301973.0,Rheumatology,7540301973.0
2128,6451319739.0,Urology,7197265229.0
2129,2476831585.0,Radiology,2476831585.0
2130,-1.0,ENT,9866101024.0
2131,1359873139.0,Infectious Disease,1359873139.0
2132,8700802495.0,Rheumatology,8700802495.0
2133,4950847048.0,Podiatry,7726009837.0
2134,4167244443.0,Anesthesiology,4090238959.0
2135,3217337132.0,Radiology,3217337132.0
2136,7291109928.0,Primary Care,-1.0
2137,6496054316.0,Pulmonology,6496054316.0
2138,2504797898.0,Orthopedics,2504797898.0
2139,2537965898.0,ENT,9020042936.0
2140,1523334661.0,Emergency Medicine,1523334661.0
2141,4108943608.0,Pathology,4108943608.0
2142,8708546563.0,Nephrology,8708546563.0
2143,5650566007.0,Physical Medicine & Rehabilitation,5650566007.0
2144,6576426590.0,General Surgery,8170657309.0
2145,1371160993.0,Infectious Disease,3826400546.0
2146,6257450736.0,Nephrology,6257450736.0
2147,2782960617.0,OB/GYN,2782960617.0
2148,1973944921.0,Urology,3343337547.0
2149,8785139521.0,Pathology,8785139521.0
2150,4784972278.0,Dermatology,4784972278.0
2151,-1.0,Physical Medicine & Rehabilitation,1591719508.0
2152,4654980450.0,Primary Care,2311630068.0
2153,9723455784.0,Radiology,2093685455.0
2154,6887163882.0,Ophthalmology,6817921678.0
2155,1976493768.0,Primary Care,8455683777.0
2156,1357781152.0,Vascular Surgery,1357781152.0
2157,1566464738.0,Podiatry,3943076045.0
2158,-1.0,Psychiatry,5393785906.0
2159,8981543894.0,OB/GYN,8981543894.0
2160,6623360831.0,Internal Medicine,5824908575.0
2161,4482249971.0,ENT,4482249971.0
2162,2655821087.0,Cardiology,2655821087.0
2163,1195980587.0,Urology,1195980587.0
2164,7135543836.0,Nephrology,7533422978.0
2165,8579259920.0,Orthopedics,3830133880.0
2166,8944559914.0,OB/GYN,8944559914.0
2167,1011031667.0,Oncology,1402092272.0
2168,8988119876.0,Nephrology,8988119876.0
2169,-1.0,Ophthalmology,8325043570.0
2170,6809486058.0,General Surgery,3763566321.0
2171,8620154699.0,Anesthesiology,8962992156.0
2172,6288227800.0,Pediatrics,4377357344.0
2173,2915048861.0,Allergy & Immunology,-1.0
2174,2902502763.0,Psychiatry,2902502763.0
2175,-1.0,Urology,9080510951.0
2176,3445907524.0,Gastroenterology,3445907524.0
2177,5088187496.0,Neurology,1329647238.0
2178,3744446292.0,Anesthesiology,3744446292.0
2179,-1.0,Physical Medicine & Rehabilitation,6416249862.0
2180,5182239285.0,Infectious Disease,5182239285.0
2181,2139907416.0,Vascular Surgery,2139907416.0
2182,-1.0,Plastic Surgery,-1.0
2183,9640701016.0,Cardiology,9640701016.0
2184,2453723061.0,Cardiology,2453723061.0
2185,7864363337.0,Ophthalmology,7864363337.0
2186,6270465561.0,Cardiology,6270465561.0
2187,-1.0,Vascular Surgery,8981576848.0
2188,4413520679.0,General Surgery,4413520679.0
2189,4800224112.0,Internal Medicine,4800224112.0
2190,5047104149.0,Podiatry,5047104149.0
2191,1477329638.0,Family Medicine,1477329638.0
2192,1134749473.0,Nephrology,1134749473.0
2193,6464483966.0,Emergency Medicine,6464483966.0
2194,-1.0,Oncology,8394408253.0
2195,-1.0,Pediatrics,-1.0
2196,1797182818.0,Ophthalmology,6238746566.0
2197,5239945630.0,Ophthalmology,5209790109.0
2198,5324669454.0,Psychiatry,5324669454.0
2199,7772412615.0,ENT,7772412615.0
2200,9157883706.0,ENT,9157883706.0
2201,9696334671.0,Primary Care,-1.0
2202,1719442108.0,Emergency Medicine,4801753085.0
2203,5853407612.0,Podiatry,5853407612.0
2204,5757951685.0,Orthopedics,5757951685.0
2205,4995644660.0,Emergency Medicine,5057466666.0
2206,1746087503.0,Neurology,1746087503.0
2207,4955252994.0,Pediatrics,4955252994.0
2208,-1.0,General Surgery,5622205562.0
2209,1013343914.0,Emergency Medicine,1013343914.0
2210,5175019827.0,Cardiology,5175019827.0
2211,-1.0,Endocrinology,4172006012.0
2212,4345515321.0,Pediatrics,-1.0
2213,-1.0,Rheumatology,8210499145.0
2214,9381688418.0,Podiatry,9381688418.0
2215,1937614470.0,Psychiatry,1937614470.0
2216,2733941624.0,Infectious Disease,2733941624.0
2217,4683031554.0,Physical Medicine & Rehabilitation,4683031554.0
2218,4231244980.0,Pulmonology,4231244980.0
2219,8260680104.0,Anesthesiology,8260680104.0
2220,2852934216.0,Vascular Surgery,2852934216.0
2221,6618081021.0,OB/GYN,6618081021.0
2222,1694904767.0,ENT,1694904767.0
2223,8738351331.0,Pathology,8738351331.0
2224,6676450587.0,Gastroenterology,6676450587.0
2225,1939986969.0,Emergency Medicine,1939986969.0
2226,8594420165.0,Emergency Medicine,7230903850.0
2227,8268916871.0,Nephrology,8268916871.0
2228,-1.0,Pulmonology,6012246059.0
2229,8178927766.0,Primary Care,2251537823.0
2230,-1.0,Gastroenterology,8385972235.0
2231,1016673996.0,Infectious Disease,1738527828.0
2232,9434381915.0,Allergy & Immunology,2956836319.0
2233,8561199922.0,Ophthalmology,-1.0
2234,6033995612.0,Plastic Surgery,6033995612.0
2235,5261711194.0,General Surgery,5261711194.0
2236,4100711567.0,Podiatry,-1.0
2237,6781465992.0,ENT,6781465992.0
2238,8745283153.0,Primary Care,8745283153.0
2239,2613076219.0,Vascular Surgery,2613076219.0
2240,9053376113.0,Urology,5310266037.0
2241,6458740756.0,Cardiology,8967401129.0
2242,6222280165.0,Infectious Disease,6222280165.0
2243,1025210091.0,Rheumatology,4412435714.0
2244,9543880001.0,Ophthalmology,9543880001.0
2245,4859338963.0,Family Medicine,4859338963.0
2246,1390493265.0,OB/GYN,1390493265.0
2247,-1.0,Podiatry,6235070382.0
2248,2407633783.0,Emergency Medicine,2407633783.0
2249,4885929843.0,Physical Medicine & Rehabilitation,4885929843.0
2250,4541852788.0,Podiatry,4541852788.0
2251,2829056890.0,Urology,2829056890.0
2252,-1.0,Pathology,2969467684.0
2253,6846152492.0,Dermatology,6846152492.0
2254,5928417345.0,Podiatry,5928417345.0
2255,-1.0,Ophthalmology,6499884316.0
2256,7607288921.0,Plastic Surgery,4952984251.0
2257,8285624787.0,Allergy & Immunology,6605057142.0
2258,6913417379.0,Urology,6913417379.0
2259,9996919595.0,Endocrinology,8731570941.0
2260,8808043113.0,Ophthalmology,-1.0
2261,5304339914.0,Internal Medicine,5304339914.0
2262,4112007191.0,Radiology,4112007191.0
2263,-1.0,Oncology,6165990107.0
2264,3499676025.0,Primary Care,-1.0
2265,6817185905.0,OB/GYN,7563302330.0
2266,1852808613.0,ENT,1852808613.0
2267,8541700116.0,Emergency Medicine,3917385840.0
2268,4661893102.0,OB/GYN,4661893102.0
2269,-1.0,Plastic Surgery,1092484781.0
2270,-1.0,Dermatology,2156735622.0
2271,3979487804.0,Family Medicine,3979487804.0
2272,3007290007.0,Rheumatology,3007290007.0
2273,5080065625.0,Gastroenterology,-1.0
2274,7019900273.0,Vascular Surgery,-1.0
2275,3291270703.0,Pathology,3291270703.0
2276,4133955750.0,Podiatry,4133955750.0
2277,9112094321.0,Pulmonology,3235316251.0
2278,8238760130.0,Rheumatology,8238760130.0
2279,3097484316.0,ENT,3944906585.0
2280,8009390577.0,Vascular Surgery,3144583861.0
2281,4147684913.0,Primary Care,4147684913.0
2282,6377359759.0,Neurology,6377359759.0
2283,5391495878.0,Allergy & Immunology,5391495878.0
2284,2732663107.0,Endocrinology,2732663107.0
2285,8897996887.0,Emergency Medicine,8897996887.0
2286,-1.0,Pathology,5613503623.0
2287,-1.0,Primary Care,5315211627.0
2288,3539302505.0,Podiatry,-1.0
2289,1064484699.0,Cardiology,1064484699.0
2290,-1.0,Psychiatry,8292722149.0
2291,7858164010.0,Infectious Disease,7858164010.0
2292,-1.0,Rheumatology,1213157076.0
2293,8298719245.0,Psychiatry,8700724160.0
2294,-1.0,Infectious Disease,7961501559.0
2295,1179923279.0,Oncology,1179923279.0
2296,9673185158.0,Pulmonology,7021528410.0
2297,7472806994.0,Anesthesiology,7472806994.0
2298,8766339535.0,Orthopedics,8766339535.0
2299,8387972034.0,Family Medicine,3703546943.0
2300,6392415228.0,Radiology,8215378931.0
2301,-1.0,Nephrology,5682754224.0
